GOOG,Time,Price
0,12-30-02,951.92
1,12-30-03,951.92
2,12-30-04,951.96
3,12-30-05,951.96
4,12-30-06,952.00
5,12-30-07,952.00
6,12-30-08,952.00
7,12-30-09,952.00
8,12-30-10,952.00
9,12-30-11,952.00
10,12-30-12,952.00
11,12-30-13,951.8450
12,12-30-14,951.84
13,12-30-16,951.89
14,12-30-16,951.68
15,12-30-17,951.68
16,12-30-19,951.68
17,12-30-20,951.68
18,12-30-21,952.00
19,12-30-22,952.00
20,12-30-23,952.00
21,12-30-24,952.00
22,12-30-25,952.00
23,12-30-26,952.00
24,12-30-28,952.15
25,12-30-28,952.19
26,12-30-30,952.19
27,12-30-31,952.19
28,12-30-32,952.19
29,12-30-33,952.190
30,12-30-34,952.190
31,12-30-35,951.554
32,12-30-37,951.55
33,12-30-38,951.78
34,12-30-39,951.78
35,12-30-40,951.48
36,12-30-41,951.48
37,12-30-42,951.48
38,12-30-43,951.48
39,12-30-44,951.63
40,12-30-45,951.63
41,12-30-46,951.63
42,12-30-46,951.63
43,12-30-48,951.94
44,12-30-49,951.94
45,12-30-49,951.94
46,12-30-50,951.94
47,12-30-51,951.94
48,12-30-53,951.94
49,12-30-54,951.94
50,12-30-55,951.94
51,12-30-56,951.940
52,12-30-57,951.626
53,12-30-58,951.626
54,12-30-59,951.626
55,12-31-00,951.626
56,12-31-01,951.626
57,12-31-02,951.626
58,12-31-04,951.626
59,12-31-05,951.6260
60,12-31-06,951.3762
61,12-31-07,951.3762
62,12-31-08,951.71
63,12-31-09,951.61
64,12-31-10,951.23
65,12-31-11,951.19
66,12-31-12,951.19
67,12-31-13,950.99
68,12-31-14,950.99
69,12-31-16,950.99
70,12-31-16,
71,12-31-17,950.99
72,12-31-19,950.99
73,12-31-19,950.98
74,12-31-20,950.98
75,12-31-22,950.98
76,12-31-23,950.7855
77,12-31-24,950.7855
78,12-31-25,950.79
79,12-31-26,950.79
80,12-31-27,951.07
81,12-31-28,951.07
82,12-31-30,951.07
83,12-31-31,951.07
84,12-31-32,951.07
85,12-31-32,951.07
86,12-31-33,951.07
87,12-31-35,951.07
88,12-31-35,951.07
89,12-31-37,951.07
90,12-31-38,951.07
91,12-31-39,951.07
92,12-31-40,951.0700
93,12-31-42,951.0700
94,12-31-43,951.0700
95,12-31-44,951.0700
96,12-31-45,951.0700
97,12-31-46,951.0700
98,12-31-48,951.25
99,12-31-49,950.99
100,12-31-50,950.99
101,12-31-52,950.99
102,12-31-53,950.99
103,12-31-54,950.99
104,12-31-56,950.99
105,12-31-57,
106,12-31-58,950.99
107,12-31-59,950.99
108,12-32-00,950.99
109,12-32-01,950.99
110,12-32-02,951.196
111,12-32-03,951.6399
112,12-32-04,951.75
113,12-32-06,951.75
114,12-32-07,951.75
115,12-32-08,951.75
116,12-32-09,951.75
117,12-32-10,951.75
118,12-32-12,951.75
119,12-32-12,951.75
120,12-32-13,951.75
121,12-32-14,951.7500
122,12-32-16,951.75
123,12-32-17,951.75
124,12-32-18,951.76
125,12-32-19,951.76
126,12-32-20,951.52
127,12-32-21,951.52
128,12-32-22,951.52
129,12-32-23,951.52
130,12-32-24,951.52
131,12-32-25,951.52
132,12-32-26,951.21
133,12-32-27,951.21
134,12-32-28,951.18
135,12-32-30,951.18
136,12-32-31,951.18
137,12-32-32,951.18
138,12-32-33,951.1532
139,12-32-34,951.15
140,12-32-35,951.15
141,12-32-36,950.49
142,12-32-37,950.885
143,12-32-38,950.885
144,12-32-39,950.51
145,12-32-40,950.51
146,12-32-41,950.51
147,12-32-43,950.51
148,12-32-43,950.67
149,12-32-45,950.67
150,12-32-46,950.67
151,12-32-47,950.67
152,12-32-48,950.67
153,12-32-49,950.67
154,12-32-51,950.67
155,12-32-52,950.6700
156,12-32-53,950.4601
157,12-32-54,950.4601
158,12-32-55,950.4601
159,12-32-57,950.46
160,12-32-58,950.46
161,12-32-59,950.46
162,12-33-00,950.460
163,12-33-01,950.46
164,12-33-02,950.46
165,12-33-02,950.46
166,12-33-03,950.37
167,12-33-04,950.24
168,12-33-05,950.24
169,12-33-07,950.24
170,12-33-08,950.24
171,12-33-09,950.54
172,12-33-10,950.09
173,12-33-11,950.00
174,12-33-12,950.00
175,12-33-13,950.001
176,12-33-14,950.00
177,12-33-16,950.00
178,12-33-17,950.00
179,12-33-18,950.00
180,12-33-19,950.00
181,12-33-20,950.00
182,12-33-21,950.00
183,12-33-23,950.00
184,12-33-24,950.00
185,12-33-25,949.83
186,12-33-26,949.83
187,12-33-27,949.83
188,12-33-28,949.83
189,12-33-29,949.83
190,12-33-30,949.83
191,12-33-31,950.49
192,12-33-32,950.49
193,12-33-33,949.98
194,12-33-34,949.89
195,12-33-35,949.8900
196,12-33-36,949.89
197,12-33-37,949.89
198,12-33-38,949.89
199,12-33-39,950.04
200,12-33-40,949.8005
201,12-33-41,949.8005
202,12-33-42,949.8005
203,12-33-44,949.80
204,12-33-45,949.80
205,12-33-46,949.80
206,12-33-47,949.80
207,12-33-48,949.80
208,12-33-49,949.9259
209,12-33-51,949.9259
210,12-33-52,949.9259
211,12-33-54,949.8900
212,12-33-55,949.89
213,12-33-56,949.89
214,12-33-57,949.89
215,12-33-59,949.89
216,12-34-00,949.89
217,12-34-01,949.52
218,12-34-02,949.52
219,12-34-03,949.52
220,12-34-04,949.52
221,12-34-05,949.87
222,12-34-06,949.59
223,12-34-07,949.59
224,12-34-09,949.59
225,12-34-10,949.59
226,12-34-10,949.59
227,12-34-11,949.59
228,12-34-12,949.59
229,12-34-14,949.59
230,12-34-15,949.59
231,12-34-16,949.52
232,12-34-17,949.52
233,12-34-18,949.52
234,12-34-19,949.52
235,12-34-20,949.65
236,12-34-21,949.65
237,12-34-22,949.65
238,12-34-24,949.650
239,12-34-25,949.650
240,12-34-26,949.650
241,12-34-27,950.30
242,12-34-28,950.30
243,12-34-29,950.30
244,12-34-30,950.30
245,12-34-31,950.19
246,12-34-32,950.19
247,12-34-34,950.19
248,12-34-35,950.19
249,12-34-36,950.19
250,12-34-38,950.19
251,12-34-39,950.19
252,12-34-40,950.19
253,12-34-41,950.19
254,12-34-42,950.120
255,12-34-43,950.120
256,12-34-44,950.120
257,12-34-45,950.120
258,12-34-46,950.120
259,12-34-47,950.12
260,12-34-48,950.12
261,12-34-49,950.12
262,12-34-50,950.12
263,12-34-51,950.12
264,12-34-52,950.12
265,12-34-53,950.43
266,12-34-54,950.82
267,12-34-55,950.82
268,12-34-57,950.82
269,12-34-58,950.82
270,12-34-59,950.82
271,12-35-00,950.82
272,12-35-01,950.82
273,12-35-03,950.82
274,12-35-04,950.82
275,12-35-05,950.82
276,12-35-06,950.82
277,12-35-07,950.82
278,12-35-08,950.82
279,12-35-09,950.82
280,12-35-11,950.82
281,12-35-12,951.03
282,12-35-13,951.03
283,12-35-14,951.03
284,12-35-15,951.03
285,12-35-16,951.03
286,12-35-18,951.03
287,12-35-19,951.03
288,12-35-20,951.03
289,12-35-21,951.03
290,12-35-22,951.03
291,12-35-23,951.03
292,12-35-24,951.03
293,12-35-25,951.03
294,12-35-26,951.03
295,12-35-27,951.03
296,12-35-29,951.03
297,12-35-29,951.03
298,12-35-30,951.03
299,12-35-31,951.03
300,12-35-34,951.03
301,12-35-35,951.3094
302,12-35-36,951.27
303,12-35-37,951.25
304,12-35-38,951.25
305,12-35-39,951.25
306,12-35-40,951.15
307,12-35-41,951.1375
308,12-35-42,951.1375
309,12-35-43,951.1375
310,12-35-44,951.14
311,12-35-45,951.14
312,12-35-47,951.615
313,12-35-48,951.615
314,12-35-49,951.60
315,12-35-50,951.51
316,12-35-51,951.51
317,12-35-54,951.605
318,12-35-56,951.605
319,12-35-57,951.605
320,12-36-00,951.60
321,12-36-01,951.60
322,12-36-02,951.60
323,12-36-03,951.60
324,12-36-04,951.395
325,12-36-08,951.395
326,12-36-09,951.40
327,12-36-10,951.04
328,12-36-11,951.341
329,12-36-11,951.3410
330,12-36-13,951.3410
331,12-36-14,950.76
332,12-36-15,950.76
333,12-36-16,950.76
334,12-36-17,950.61
335,12-36-18,950.61
336,12-36-19,950.61
337,12-36-20,950.26
338,12-36-21,950.26
339,12-36-22,950.26
340,12-36-23,950.26
341,12-36-24,950.26
342,12-36-25,950.26
343,12-36-28,950.6175
344,12-36-29,950.6175
345,12-36-30,950.6175
346,12-36-31,950.56
347,12-36-32,950.62
348,12-36-33,950.62
349,12-36-34,950.62
350,12-36-35,950.62
351,12-36-36,950.62
352,12-36-37,950.62
353,12-36-38,950.6301
354,12-36-39,950.6301
355,12-36-40,950.6301
356,12-36-41,950.6301
357,12-36-42,950.6301
358,12-36-43,950.63
359,12-36-44,950.84
360,12-36-45,950.84
361,12-36-46,950.84
362,12-36-47,950.840
363,12-36-48,950.825
364,12-36-49,950.83
365,12-36-50,950.83
366,12-36-50,950.83
367,12-36-51,950.83
368,12-36-52,950.83
369,12-36-53,950.83
370,12-36-54,950.825
371,12-36-56,950.935
372,12-37-00,951.13
373,12-37-01,951.16
374,12-37-02,951.16
375,12-37-04,951.04
376,12-37-04,951.04
377,12-37-09,950.65
378,12-37-10,950.65
379,12-37-11,950.65
380,12-37-12,950.65
381,12-37-13,950.65
382,12-37-14,950.65
383,12-37-15,950.65
384,12-37-16,950.65
385,12-37-17,950.65
386,12-37-18,950.65
387,12-37-19,950.65
388,12-37-19,950.34
389,12-37-21,950.34
390,12-37-21,950.34
391,12-37-22,950.34
392,12-37-23,950.83
393,12-37-25,
394,12-37-27,950.5609
395,12-37-28,950.5609
396,12-37-30,950.5609
397,12-37-30,950.5834
398,12-37-32,950.58
399,12-37-33,950.58
400,12-37-34,950.58
401,12-37-35,950.58
402,12-37-38,950.58
403,12-37-39,950.40
404,12-37-40,950.29
405,12-37-41,950.29
406,12-37-42,949.83
407,12-37-42,949.83
408,12-37-43,949.83
409,12-37-44,949.83
410,12-37-45,949.83
411,12-37-46,949.83
412,12-37-47,949.8300
413,12-37-48,949.8300
414,12-37-49,949.8300
415,12-37-50,949.83
416,12-37-51,
417,12-37-52,949.83
418,12-37-53,949.83
419,12-37-54,949.83
420,12-37-54,949.83
421,12-37-55,949.20
422,12-37-56,949.20
423,12-37-57,949.20
424,12-37-58,949.20
425,12-37-59,949.20
426,12-38-00,949.20
427,12-38-02,949.20
428,12-38-02,949.20
429,12-38-03,949.20
430,12-38-05,949.20
431,12-38-05,950.00
432,12-38-06,950.00
433,12-38-07,950.00
434,12-38-09,950.00
435,12-38-10,950.00
436,12-38-11,950.00
437,12-38-12,949.5727
438,12-38-13,949.5727
439,12-38-14,949.5727
440,12-38-15,949.5727
441,12-38-16,949.5727
442,12-38-17,949.5727
443,12-38-18,949.5727
444,12-38-18,949.5727
445,12-38-20,949.573
446,12-38-21,949.573
447,12-38-23,949.57
448,12-38-25,949.57
449,12-38-26,949.57
450,12-38-33,949.66
451,12-38-34,949.6600
452,12-38-35,949.66
453,12-38-36,949.66
454,12-38-36,949.66
455,12-38-37,949.66
456,12-38-38,949.66
457,12-38-39,949.66
458,12-38-40,949.66
459,12-38-41,950.00
460,12-38-42,950.00
461,12-38-43,949.78
462,12-38-44,950.00
463,12-38-45,950.00
464,12-38-46,949.98
465,12-38-48,949.98
466,12-38-48,949.98
467,12-38-49,949.98
468,12-38-50,949.98
469,12-38-52,949.98
470,12-38-52,949.98
471,12-38-53,949.98
472,12-38-54,949.98
473,12-38-55,949.98
474,12-38-56,949.98
475,12-38-57,949.98
476,12-38-58,949.98
477,12-38-59,949.98
478,12-39-00,949.98
479,12-39-01,949.9800
480,12-39-04,949.8724
481,12-39-04,949.69
482,12-39-06,949.69
483,12-39-06,949.69
484,12-39-07,949.69
485,12-39-08,949.69
486,12-39-10,949.69
487,12-39-11,949.69
488,12-39-12,949.49
489,12-39-13,949.49
490,12-39-14,949.49
491,12-39-15,949.49
492,12-39-16,949.49
493,12-39-17,949.49
494,12-39-18,949.46
495,12-39-19,949.46
496,12-39-20,949.46
497,12-39-23,949.46
498,12-39-24,949.46
499,12-39-25,949.46
500,12-39-27,949.46
501,12-39-28,949.46
502,12-39-29,949.46
503,12-39-34,949.11
504,12-39-35,949.11
505,12-39-35,949.11
506,12-39-36,949.11
507,12-39-38,949.11
508,12-39-39,949.11
509,12-39-40,949.11
510,12-39-40,949.11
511,12-39-41,949.11
512,12-39-42,949.11
513,12-39-43,949.11
514,12-39-44,949.11
515,12-39-46,949.11
516,12-39-46,949.11
517,12-39-47,949.11
518,12-39-49,949.11
519,12-39-50,949.11
520,12-39-51,949.11
521,12-39-52,949.11
522,12-39-53,949.11
523,12-39-54,949.4225
524,12-39-55,949.4225
525,12-39-56,948.89
526,12-39-57,948.913
527,12-39-58,948.913
528,12-40-00,948.913
529,12-40-01,948.913
530,12-40-02,948.85
531,12-40-03,948.83
532,12-40-04,948.875
533,12-40-05,948.58
534,12-40-06,948.58
535,12-40-07,948.58
536,12-40-08,948.58
537,12-40-09,948.58
538,12-40-10,948.58
539,12-40-11,948.62
540,12-40-12,948.62
541,12-40-13,948.62
542,12-40-13,948.62
543,12-40-14,948.62
544,12-40-15,948.62
545,12-40-16,948.620
546,12-40-17,948.62
547,12-40-18,948.620
548,12-40-19,948.62
549,12-40-20,948.62
550,12-40-21,948.62
551,12-40-22,948.62
552,12-40-23,948.62
553,12-40-24,948.62
554,12-40-25,948.62
555,12-40-26,948.62
556,12-40-27,948.62
557,12-40-28,948.62
558,12-40-29,948.75
559,12-40-31,948.75
560,12-40-32,948.75
561,12-40-32,948.06
562,12-40-34,948.06
563,12-40-35,948.06
564,12-40-36,948.06
565,12-40-37,948.06
566,12-40-38,948.06
567,12-40-39,948.06
568,12-40-40,948.060
569,12-40-41,948.060
570,12-40-42,948.060
571,12-40-43,948.441
572,12-40-44,948.441
573,12-40-45,948.441
574,12-40-46,947.62
575,12-40-47,947.62
576,12-40-47,947.62
577,12-40-49,947.62
578,12-40-49,947.62
579,12-40-50,947.62
580,12-40-51,948.16
581,12-40-52,948.16
582,12-40-53,948.16
583,12-40-54,948.16
584,12-40-56,947.87
585,12-40-57,947.01
586,12-40-59,947.24
587,12-41-01,947.24
588,12-41-02,947.05
589,12-41-03,947.05
590,12-41-04,947.0500
591,12-41-07,947.230
592,12-41-08,947.230
593,12-41-09,947.230
594,12-41-10,947.23
595,12-41-11,947.01
596,12-41-12,947.01
597,12-41-14,947.01
598,12-41-14,947.03
599,12-41-16,947.03
600,12-41-17,947.03
601,12-41-17,947.03
602,12-41-18,947.20
603,12-41-19,947.20
604,12-41-20,947.20
605,12-41-21,947.20
606,12-41-22,947.20
607,12-41-23,947.21
608,12-41-24,947.5312
609,12-41-25,947.19
610,12-41-27,947.19
611,12-41-28,947.60
612,12-41-32,947.36
613,12-41-33,947.36
614,12-41-34,947.19
615,12-41-35,947.18
616,12-41-37,947.18
617,12-41-37,947.19
618,12-41-38,947.19
619,12-41-39,947.10
620,12-41-41,947.10
621,12-41-42,947.03
622,12-41-43,947.03
623,12-41-43,947.03
624,12-41-44,947.03
625,12-41-45,946.62
626,12-41-47,946.62
627,12-41-47,946.62
628,12-41-48,946.62
629,12-41-49,946.62
630,12-41-50,946.79
631,12-41-52,946.73
632,12-41-53,946.73
633,12-41-54,946.73
634,12-41-55,946.73
635,12-41-58,946.685
636,12-41-59,946.86
637,12-42-00,946.86
638,12-42-01,946.41
639,12-42-02,946.41
640,12-42-02,946.41
641,12-42-03,946.41
642,12-42-05,946.41
643,12-42-06,946.41
644,12-42-07,946.41
645,12-42-08,946.4100
646,12-42-09,946.41
647,12-42-09,946.4100
648,12-42-11,946.4100
649,12-42-11,946.4100
650,12-42-12,946.4100
651,12-42-13,946.42
652,12-42-14,946.345
653,12-42-15,946.57
654,12-42-16,946.73
655,12-42-18,946.535
656,12-42-19,946.535
657,12-42-20,946.24
658,12-42-22,946.07
659,12-42-23,945.94
660,12-42-25,945.94
661,12-42-27,945.94
662,12-42-29,945.94
663,12-42-30,945.94
664,12-42-33,946.32
665,12-42-34,946.1164
666,12-42-35,946.1164
667,12-42-35,946.12
668,12-42-37,946.21
669,12-42-38,946.21
670,12-42-39,946.21
671,12-42-40,946.21
672,12-42-41,946.21
673,12-42-42,946.21
674,12-42-43,946.21
675,12-42-44,946.30
676,12-42-45,946.30
677,12-42-46,946.30
678,12-42-47,945.74
679,12-42-48,945.74
680,12-42-49,945.80
